# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Galaxies within our survey boundaries without a measured redshift. Please observe them and let us know! Thanks!
#
#ID               RAdeg     DECdeg      l         b       k_c    h_c    j_c    k_tc   h_tc   j_tc  e_k   e_h   e_j   e_kt  e_ht  e_jt  e_bv r_iso r_ext  b/a  flgs  type  ts
03545726+4544348  58.73854  45.74292 153.18472  -6.07398 11.518 11.757 12.465 11.300 11.708 12.146 0.052 0.045 0.036 0.054 0.061 0.041 0.564 1.121 1.448 0.560 0111 98    NN
05562627+3859276  89.10950  38.99103 172.45778   7.03582 11.519 11.733 12.406 11.437 11.679 12.312 0.063 0.044 0.039 0.064 0.052 0.049 0.591 1.292 1.515 0.380 0333 98    NN
09054896-3326449 136.45399 -33.44581 258.17810   9.18263 11.519 11.837 12.592 11.287 11.555 12.345 0.072 0.044 0.045 0.078 0.053 0.059 0.316 1.086 1.445 0.800 0333 98    NN
15594078-6323226 239.91994 -63.38954 322.26093  -7.82304 11.519 11.820 12.468 11.414 11.750 12.312 0.080 0.057 0.053 0.078 0.064 0.059 0.237 1.137 1.387 0.540 0333 98    NN
04533493+2451242  73.39552  24.85678 176.75938 -11.86083 11.520 11.807 12.468 11.357 11.579 12.353 0.062 0.056 0.045 0.058 0.057 0.053 0.559 1.328 1.531 0.320 0000 98    NN
06082386-6628439  92.09961 -66.47894 276.30624 -28.97365 11.520 11.827 12.605 11.317 11.578 12.462 0.077 0.054 0.040 0.074 0.055 0.050 0.064 1.190 1.477 0.680 0313 98    NN
10145385-4929270 153.72432 -49.49084 278.59415   5.83883 11.520 11.717 12.453 11.128 11.346 12.104 0.094 0.066 0.053 0.108 0.091 0.076 0.202 1.225 1.626 0.720 0000 98    NN
17363421-1021080 264.14258 -10.35231  14.86823  11.47864 11.520 11.685 12.417 11.114 11.283 12.263 0.085 0.056 0.065 0.116 0.086 0.136 0.896 1.064 1.542 0.880 0333 98    NN
21423821+6115259 325.65927  61.25711 102.14136   6.25875 11.520 11.801 12.462 11.354 11.657 12.230 0.081 0.073 0.061 0.081 0.085 0.070 0.749 1.121 1.385 0.880 0333 98    NN
07434562-3813419 115.94003 -38.22827 252.47795  -7.11913 11.521 11.862 12.549 11.400 11.805 12.511 0.094 0.070 0.063 0.091 0.084 0.082 0.690 1.318 1.525 0.360 0111 98    NN
10362682-8138020 159.11142 -81.63382 297.99457 -20.08778 11.521 11.845 12.585 11.218 11.503 12.290 0.082 0.048 0.046 0.088 0.056 0.060 0.149 1.212 1.634 0.820 0666 98    NN
12102063-4646288 182.58607 -46.77467 295.64935  15.51518 11.521 11.750 12.399 11.262 11.340 12.011 0.080 0.054 0.042 0.079 0.052 0.043 0.106 1.207 1.518 0.860 0000 98    NN
15341907-4534416 233.57953 -45.57811 330.42166   8.42188 11.521 11.801 12.455 11.465 11.669 12.270 0.071 0.057 0.049 0.074 0.063 0.055 0.327 1.057 1.327 0.640 0333 98    NN
15591269-6158428 239.80292 -61.97853 323.15350  -6.72309 11.521 11.830 12.590 11.423 11.687 12.395 0.090 0.066 0.072 0.088 0.071 0.079 0.340 1.061 1.307 0.820 0333 98    NN
17160635-2329173 259.02655 -23.48812   0.95786   8.51605 11.521 11.632 12.190 11.395 11.503 12.026 0.097 0.088 0.083 0.097 0.097 0.097 0.819 1.090 1.329 0.600 0333 98    NN
09223903-4121185 140.66258 -41.35509 266.30579   6.21171 11.522 11.656 12.327 11.408 11.200 11.888 0.087 0.052 0.046 0.086 0.041 0.040 0.334 1.143 1.377 0.840 0222 98    NN
16500359-2057102 252.51494 -20.95289 359.43423  14.88209 11.522 11.747 12.461 11.310 11.370 12.113 0.099 0.074 0.062 0.097 0.071 0.067 0.687 1.188 1.460 0.600 0333 98    NN
17202061-1550447 260.08594 -15.84583   7.97465  11.94130 11.522 11.766 12.433 11.356 11.477 12.248 0.077 0.065 0.058 0.076 0.064 0.067 0.436 1.061 1.340 0.940 0000 98    NN
20231647+2013013 305.81866  20.21707  61.70398  -9.68280 11.522 11.762 12.496 11.356 11.479 12.285 0.070 0.051 0.041 0.068 0.050 0.046 0.202 1.121 1.409 0.760 0333 98    NN
04490346+6055283  72.26453  60.92451 148.09076  10.27631 11.523 11.769 12.510 11.165 11.145 12.406 0.058 0.047 0.042 0.081 0.057 0.090 0.630 1.053 1.530 0.940 0000 98    NN
06244543+2849554  96.18937  28.83206 184.27151   7.43128 11.523 11.832 12.442 11.328 11.635 12.236 0.061 0.049 0.036 0.058 0.055 0.040 0.321 1.403 1.620 0.420 0111 98    NN
14544487-5307089 223.68695 -53.11921 320.92584   5.38968 11.523 11.758 12.480 11.381 11.570 12.413 0.089 0.079 0.083 0.089 0.085 0.107 0.704 1.134 1.388 0.640 0333 98    NN
18145602+1901499 273.73288  19.03453  46.30105  16.38740 11.523 11.791 12.601 11.522 11.789 12.601 0.067 0.052 0.045 0.109 0.099 0.031 0.137 1.490 1.648 0.220 0111 98    NN
14550332-6616184 223.76367 -66.27184 314.93347  -6.32408 11.524 11.888 12.598 11.522 11.884 12.596 0.111 0.087 0.092 0.163 0.171 0.158 0.341 1.446 1.600 0.200 0133 98    NN
08101348-4408199 122.55614 -44.13883 260.14871  -5.87034 11.525 11.769 12.513 11.430 11.580 12.375 0.070 0.049 0.050 0.071 0.051 0.060 0.670 1.233 1.468 0.380 0333 98    NN
04211624+3558003  65.31771  35.96684 163.57564  -9.85235 11.526 11.769 12.354 11.358 11.545 12.164 0.063 0.054 0.039 0.062 0.056 0.045 0.539 1.097 1.360 0.840 0000 98    NN
04305711+2550144  67.73797  25.83730 172.64714 -15.19531 11.526 11.589 12.253 11.153 11.395 12.049 0.084 0.064 0.054 0.081 0.080 0.073 0.978 1.407 1.713 0.400 0313 98    NN
07032500-7204078 105.85440 -72.06881 283.13422 -24.80421 11.527 11.793 12.513 11.480 11.650 12.247 0.060 0.043 0.034 0.062 0.046 0.034 0.167 1.083 1.354 0.460 0000 98    NN
15081740-5033444 227.07253 -50.56241 324.00607   6.62423 11.527 11.805 12.538 11.421 11.746 12.490 0.081 0.070 0.067 0.079 0.082 0.086 0.484 1.190 1.424 0.460 0333 98    NN
16040600-8249546 241.02435 -82.83182 308.69629 -22.23133 11.527 11.798 12.514 11.417 11.598 12.233 0.064 0.038 0.033 0.063 0.039 0.034 0.126 1.041 1.317 0.940 0000 98    NN
04391247+6342139  69.80199  63.70395 145.17068  11.17062 11.528 11.840 12.622 11.432 11.677 12.510 0.051 0.039 0.038 0.051 0.042 0.047 0.572 1.215 1.441 0.420 0000 98    NN
07122733-2816449 108.11393 -28.27919 240.53017  -8.29406 11.529 11.866 12.553 11.277 11.474 12.236 0.072 0.040 0.037 0.076 0.042 0.044 0.198 1.143 1.498 0.620 0333 98    NN
17431264-1421391 265.80270 -14.36086  12.21282   8.03617 11.529 11.849 12.649 11.363 11.820 12.542 0.098 0.093 0.105 0.096 0.119 0.135 0.534 1.121 1.388 0.760 0212 98    NN
03404644+1404321  55.19350  14.07561 173.17586 -31.82029 11.530 11.801 12.600 11.439 11.610 12.526 0.064 0.034 0.035 0.067 0.038 0.045 0.426 1.312 1.518 0.240 0000 98    NN
10414771-5154106 160.44888 -51.90295 283.50964   6.01205 11.530 11.813 12.620 11.443 11.719 12.490 0.079 0.060 0.060 0.081 0.069 0.074 0.507 1.061 1.330 0.660 0000 98    NN
17063508-2614452 256.64606 -26.24598 357.41931   8.68176 11.530 11.792 12.437 10.978 11.587 12.139 0.141 0.123 0.122 0.133 0.180 0.175 0.379 1.340 1.691 0.720 0333 98    NN
10001112-4329153 150.04633 -43.48762 272.96521   9.19916 11.531 11.750 12.531 11.370 11.634 12.430 0.082 0.053 0.050 0.077 0.058 0.059 0.260 1.246 1.467 0.500 0111 98    NN
14434001-5306509 220.91641 -53.11416 319.42709   6.12528 11.531 11.777 12.425 11.167 11.699 11.967 0.096 0.077 0.079 0.110 0.130 0.100 0.631 1.114 1.511 0.860 0222 98    NN
19471474+1305441 296.81143  13.09559  51.01950  -6.06664 11.531 11.735 12.454 11.449 11.681 12.445 0.057 0.032 0.035 0.058 0.036 0.045 0.335 0.987 1.255 0.720 0222 98    NN
23110000+1620588 347.75000  16.34961  90.73666 -40.16078 11.531 11.828 12.502 11.339 11.697 12.449 0.066 0.037 0.030 0.062 0.041 0.038 0.148 1.258 1.514 0.580 0000 98    NN
04560731+2700446  74.03044  27.01244 175.37589 -10.09213 11.532 11.751 12.378 11.283 11.474 12.180 0.065 0.058 0.051 0.064 0.065 0.064 0.981 1.292 1.571 0.720 0000 98    NN
05305249-4134582  82.71864 -41.58290 246.90775 -32.13122 11.532 11.774 12.493 11.306 11.496 12.366 0.063 0.038 0.034 0.073 0.046 0.051 0.026 1.068 1.463 0.840 0000 98    NN
09420804-4614168 145.53362 -46.23793 272.23453   5.04472 11.532 11.681 12.475 11.532 11.681 12.475 0.081 0.056 0.060 0.276 0.194 0.267 0.653 1.441 1.617 0.160 0333 98    NN
03440869+4013206  56.03622  40.22242 155.16412 -11.60124 11.533 11.946 12.704 11.435 11.854 12.639 0.056 0.042 0.034 0.055 0.049 0.043 0.279 1.241 1.466 0.360 0000 98    NN
06521107-2225523 103.04627 -22.43120 233.18008  -9.86394 11.533 11.839 12.678 11.457 11.707 12.587 0.066 0.044 0.041 0.065 0.047 0.049 0.255 1.248 1.470 0.320 0033 98    NN
07193084-5036520 109.87852 -50.61442 261.88269 -16.46425 11.533 11.778 12.516 11.126 11.374 12.082 0.080 0.048 0.043 0.108 0.072 0.068 0.170 1.188 1.654 0.600 0000 98    NN
11044530-4816580 166.18871 -48.28286 285.22357  10.88668 11.533 11.834 12.592 11.376 11.584 12.346 0.072 0.052 0.045 0.069 0.051 0.048 0.140 1.076 1.334 0.880 0000 98    NN
16541904-8228108 253.57881 -82.46973 310.07947 -23.26640 11.533 11.879 12.563 11.401 11.731 12.341 0.070 0.047 0.039 0.066 0.050 0.041 0.118 1.201 1.432 0.420 0333 98    NN
04554328+2528043  73.93041  25.46789 176.56612 -11.10454 11.534 11.802 12.509 11.469 11.554 12.296 0.046 0.041 0.038 0.050 0.043 0.043 0.848 1.086 1.349 0.580 0000 98    NN
07391176-3347475 114.79905 -33.79651 248.12761  -5.77549 11.534 11.775 12.581 11.448 11.675 12.473 0.075 0.049 0.059 0.077 0.057 0.074 0.688 1.107 1.367 0.500 0000 98    NN
11563266-5519072 179.13623 -55.31870 295.12003   6.71828 11.534 11.845 12.556 11.452 11.711 12.451 0.080 0.056 0.052 0.080 0.060 0.062 0.271 1.188 1.423 0.500 0000 98    NN
13051328-4345480 196.30548 -43.76331 305.56396  19.03799 11.534 11.797 12.385 11.444 11.605 12.191 0.073 0.041 0.033 0.073 0.041 0.036 0.139 1.167 1.407 0.740 0331 98    NN
19543168+4125031 298.63199  41.41744  76.30070   6.90592 11.534 11.716 12.414 11.451 11.559 12.309 0.051 0.034 0.032 0.052 0.036 0.038 0.429 1.041 1.313 0.740 0333 98    NN
17123843-2331458 258.16016 -23.52941   0.46461   9.14482 11.535 11.717 12.402 11.381 11.653 12.265 0.086 0.074 0.076 0.086 0.090 0.093 0.569 1.072 1.364 0.900 0333 98    NN
05293287+0540194  82.38689   5.67203 198.11168 -15.34853 11.536 12.030 12.999 11.531 12.005 12.995 0.088 0.079 0.095 0.097 0.101 0.140 0.677 1.104 1.317 0.780 0000 98    NN
09534759-4558005 148.44838 -45.96691 273.61700   6.54998 11.537 11.844 12.555 11.414 11.696 12.320 0.076 0.052 0.048 0.075 0.058 0.052 0.224 1.367 1.607 0.260 0333 98    NN
17272375+1521110 261.84897  15.35307  37.88307  25.36853 11.537 11.803 12.530 11.054 11.405 12.146 0.077 0.042 0.034 0.101 0.067 0.059 0.099 1.134 1.609 0.700 0000 98    NN
19260009-0502228 291.50046  -5.03968  32.35369  -9.97690 11.538 11.740 12.461 11.360 11.525 12.166 0.072 0.061 0.050 0.073 0.067 0.055 0.477 1.134 1.433 0.620 0311 98    NN
10574009-5021238 164.41707 -50.35668 285.03787   8.52024 11.539 11.808 12.387 11.425 11.769 12.272 0.062 0.049 0.035 0.063 0.060 0.042 0.290 1.004 1.292 0.880 0333 98    NN
13371279-5505063 204.30321 -55.08505 309.50452   7.20150 11.539 11.734 12.353 11.434 11.390 11.964 0.074 0.059 0.048 0.098 0.069 0.059 0.567 1.000 1.415 0.880 0222 98    NN
19505859+4746067 297.74423  47.76855  81.56694  10.60110 11.539 11.880 12.607 11.269 11.503 12.239 0.060 0.036 0.034 0.066 0.041 0.042 0.144 1.134 1.506 0.760 0311 98    NN
04202028+4053194  65.08450  40.88869 159.90527  -6.52613 11.540 11.773 12.476 11.318 11.465 12.256 0.063 0.056 0.047 0.067 0.062 0.062 0.760 1.090 1.429 0.960 0111 98    NN
04470558+5517091  71.77330  55.28588 152.32848   6.49586 11.540 11.743 12.460 11.435 11.649 12.297 0.050 0.044 0.037 0.051 0.051 0.047 0.626 1.274 1.490 0.300 0333 98    NN
04522774+5954019  73.11557  59.90051 149.17000   9.96597 11.540 11.789 12.509 11.444 11.711 12.230 0.057 0.044 0.039 0.060 0.054 0.043 0.737 1.033 1.313 0.860 0131 98    NN
04523652-7535594  73.15191 -75.59979 287.92627 -33.45932 11.540 11.972 12.638 11.448 11.933 12.270 0.078 0.062 0.044 0.077 0.074 0.042 0.146 1.188 1.426 0.580 0111 98    NN
07343335-3704403 113.63902 -37.07786 250.58026  -8.17006 11.540 11.814 12.444 11.349 11.615 12.102 0.103 0.065 0.056 0.097 0.069 0.066 0.525 1.228 1.456 0.540 0000 98    NN
15353837-6246237 233.91002 -62.77323 320.50519  -5.64666 11.541 11.860 12.644 11.396 11.761 12.522 0.111 0.087 0.098 0.106 0.099 0.117 0.396 1.204 1.439 0.580 0133 98    NN
19453035+3759578 296.37640  37.99931  72.44565   6.70786 11.541 11.855 12.535 11.474 11.839 12.463 0.061 0.048 0.043 0.061 0.057 0.053 0.254 1.238 1.470 0.320 0000 98    NN
10565106+7742591 164.21271  77.71639 130.33977  37.71362 11.542 11.853 12.658 11.460 11.839 12.610 0.059 0.043 0.033 0.058 0.050 0.040 0.027 1.299 1.509 0.380 0000 98    NN
14274045-7112311 216.91884 -71.20868 310.59000  -9.78198 11.542 12.025 12.831 11.408 11.947 12.827 0.092 0.078 0.072 0.086 0.090 0.094 0.247 1.365 1.562 0.320 0222 98    NN
14522589-6711268 223.10794 -67.19068 314.27966  -7.02383 11.542 11.853 12.433 11.485 11.684 12.229 0.081 0.059 0.052 0.084 0.062 0.057 0.300 1.111 1.368 0.640 0222 98    NN
14544763-5310409 223.69843 -53.17802 320.90491   5.33426 11.542 11.696 12.407 11.421 11.554 12.204 0.076 0.065 0.067 0.078 0.073 0.077 0.747 1.041 1.326 0.700 0333 98    NN
20462344+3241454 311.59756  32.69596  74.96849  -6.53398 11.542 11.832 12.503 11.394 11.437 12.048 0.060 0.044 0.042 0.067 0.045 0.045 0.501 1.090 1.452 0.520 0222 98    NN
06081453-0934490  92.06046  -9.58033 216.70508 -13.90516 11.543 12.623 14.134 11.543 12.623 14.134 0.049 0.049 0.087 0.029 0.039 0.081 0.599 1.196 1.197 0.260 0111 98    NN
08060702-2234402 121.52935 -22.57784 241.50874   5.04822 11.543 11.723 12.413 11.430 11.526 12.184 0.090 0.047 0.045 0.088 0.047 0.047 0.196 1.212 1.443 0.760 0311 98    NN
09072199-3532111 136.84174 -35.53634 259.97437   8.03449 11.543 11.810 12.592 11.410 11.773 12.543 0.065 0.038 0.041 0.063 0.047 0.053 0.390 1.152 1.415 0.500 0333 98    NN
11272493-5040219 171.85391 -50.67276 289.59454  10.01031 11.543 11.845 99.999 11.424 11.675 14.043 0.068 0.054 9.999 0.066 0.059 0.052 0.183 1.288 1.511 1.000 034n 98    NN
04201747+3558227  65.07272  35.97307 163.43044  -9.98980 11.545 11.808 12.410 11.308 11.618 12.165 0.066 0.055 0.040 0.073 0.073 0.053 0.581 1.140 1.517 0.580 0333 98    NN
05240420+5119346  81.01755  51.32636 158.84671   8.57400 11.545 11.799 12.541 11.470 11.749 12.433 0.039 0.032 0.025 0.039 0.039 0.030 0.407 1.097 1.355 0.640 0000 98    NN
05525436+4501454  88.22651  45.02929 166.81363   9.42144 11.545 11.876 12.634 11.101 11.688 12.150 0.064 0.045 0.044 0.082 0.083 0.087 0.391 1.190 1.639 0.960 0000 98    NN
07475774-1528425 116.99053 -15.47847 233.18320   5.03192 11.545 11.754 12.527 11.364 11.552 12.317 0.083 0.046 0.040 0.078 0.046 0.044 0.131 1.236 1.489 0.640 0133 98    NN
09214488-5929012 140.43710 -59.48376 279.02667  -6.73203 11.545 11.826 12.573 11.545 11.826 12.573 0.075 0.056 0.054 0.043 0.036 0.037 0.307 1.167 1.167 0.700 0333 98    NN
12515393-4826131 192.97475 -48.43694 303.01086  14.43474 11.545 11.895 12.563 11.326 11.757 12.514 0.064 0.042 0.038 0.072 0.057 0.059 0.164 1.093 1.471 0.980 0333 98    NN
13245090-5216553 201.21211 -52.28209 308.11343  10.25323 11.545 11.767 12.364 11.344 11.556 12.277 0.065 0.055 0.037 0.067 0.063 0.050 0.277 1.107 1.434 0.760 0000 98    NN
17520058-0623079 268.00250  -6.38562  20.30555  10.14099 11.545 11.716 12.367 11.448 11.657 12.275 0.073 0.049 0.049 0.076 0.060 0.061 0.698 1.033 1.313 0.860 0000 98    NN
19521475+0441393 298.06143   4.69425  44.22170 -11.26064 11.545 11.778 12.533 11.414 11.585 12.386 0.071 0.059 0.045 0.068 0.059 0.051 0.148 1.164 1.406 0.740 0000 98    NN
04070844+3000280  61.78525  30.00782 165.74944 -16.16026 11.546 11.811 12.436 11.375 11.703 12.243 0.059 0.050 0.041 0.057 0.058 0.048 0.648 1.196 1.428 0.680 0000 98    NN
15250848-5026033 231.28532 -50.43423 326.35898   5.31289 11.546 11.792 12.427 11.499 11.611 12.305 0.102 0.088 0.089 0.108 0.092 0.106 0.517 1.124 1.350 0.820 0222 98    NN
17130287-2354020 258.26199 -23.90058   0.21101   8.85546 11.546 11.729 12.411 11.475 11.695 12.405 0.083 0.077 0.082 0.087 0.094 0.110 0.694 1.090 1.355 0.680 0222 98    NN
07522956-4550587 118.12320 -45.84964 259.99503  -9.43765 11.547 11.832 12.437 11.423 11.695 12.102 0.079 0.060 0.047 0.079 0.067 0.046 0.264 1.124 1.374 0.660 0333 98    NN
14191930-5417121 214.83057 -54.28671 315.62726   6.40450 11.547 11.745 12.411 11.443 11.623 12.111 0.102 0.070 0.074 0.108 0.081 0.079 0.659 1.057 1.326 0.880 0333 98    NN
15285313-4544559 232.22144 -45.74885 329.53903   8.83233 11.547 11.834 12.575 11.504 11.662 12.361 0.068 0.051 0.045 0.075 0.057 0.052 0.347 1.068 1.385 0.640 0333 98    NN
15365398-4534409 234.22487 -45.57809 330.79004   8.15515 11.547 11.825 12.647 11.370 11.815 12.339 0.066 0.051 0.053 0.068 0.076 0.059 0.292 1.097 1.431 0.640 0333 98    NN
04033675+6240378  60.90294  62.67710 143.07423   7.58508 11.548 11.769 12.543 11.434 11.531 12.504 0.054 0.048 0.042 0.054 0.052 0.056 0.788 1.100 1.360 0.360 0333 98    NN
05182978+5130268  79.62427  51.50744 158.20583   7.95309 11.548 11.825 12.578 11.484 11.624 12.324 0.049 0.034 0.032 0.050 0.035 0.034 0.442 1.076 1.338 0.600 0333 98    NN
06544667-2025279 103.69442 -20.42437 231.61209  -8.45143 11.548 12.058 12.890 11.491 11.969 12.755 0.056 0.039 0.040 0.058 0.045 0.050 0.379 1.083 1.345 0.420 0333 98    NN
17221653-0712167 260.56897  -7.20460  15.78608  16.12447 11.548 11.816 12.460 11.306 11.425 12.148 0.086 0.064 0.063 0.085 0.063 0.071 0.805 1.152 1.432 0.780 0000 98    NN
03111379+2009113  47.80744  20.15319 162.21106 -31.85244 11.549 11.778 12.495 11.426 11.712 12.374 0.061 0.036 0.030 0.058 0.040 0.035 0.224 1.326 1.532 0.380 0000 98    NN
04391269+5433124  69.80281  54.55354 152.14413   5.15981 11.549 11.772 12.467 11.359 11.553 12.223 0.060 0.050 0.050 0.064 0.060 0.062 0.940 1.045 1.367 0.700 0333 98    NN
15195995-6624131 229.99988 -66.40369 317.04745  -7.69312 11.549 11.774 12.464 11.528 11.692 12.262 0.089 0.061 0.058 0.093 0.066 0.061 0.178 1.190 1.402 0.620 0113 98    NN
16200139-3519497 245.00581 -35.33052 343.85818  10.47840 11.549 11.854 12.782 11.350 11.504 12.760 0.089 0.078 0.092 0.088 0.077 0.136 0.976 1.201 1.465 0.620 0333 98    NN
05031588-7517280  75.81585 -75.29113 287.29926 -32.94159 11.551 11.934 12.622 11.436 11.777 12.564 0.075 0.060 0.042 0.072 0.064 0.051 0.091 1.199 1.431 0.600 0333 98    NN
13235063-6748205 200.96097 -67.80581 305.99576  -5.12702 11.551 11.787 12.349 11.492 11.696 12.297 0.091 0.072 0.069 0.096 0.081 0.085 0.505 1.164 1.406 0.420 0333 98    NN
20230163+0252228 305.75687   2.87311  46.48596 -18.84355 11.551 11.838 12.557 11.436 11.709 12.363 0.065 0.048 0.040 0.063 0.052 0.043 0.153 1.155 1.403 0.720 0343 98    NN
07544843-3855240 118.70179 -38.92334 254.16652  -5.59330 11.553 11.717 12.523 11.243 11.402 12.073 0.122 0.073 0.082 0.114 0.076 0.084 0.801 1.356 1.630 0.420 0222 98    NN
15203832-4533513 230.15965 -45.56422 328.43317   9.79140 11.553 11.793 12.491 11.405 11.647 12.333 0.084 0.059 0.050 0.080 0.062 0.057 0.359 1.228 1.452 0.580 0221 98    NN
17372704-0530337 264.36264  -5.50937  19.27039  13.72546 11.553 11.712 12.433 11.436 11.645 12.342 0.077 0.050 0.053 0.077 0.058 0.065 0.783 1.210 1.436 0.480 0000 98    NN
19053855-1405488 286.41058 -14.09682  21.86291  -9.46951 11.553 11.864 12.634 11.408 11.736 12.319 0.107 0.086 0.079 0.102 0.093 0.079 0.253 1.250 1.475 0.620 0222 98    NN
06452738-3659393 101.36407 -36.99425 246.31039 -17.03353 11.554 11.822 12.526 11.505 11.600 12.250 0.068 0.034 0.032 0.071 0.036 0.034 0.146 1.079 1.343 0.720 0000 98    NN
11243371-4037396 171.14049 -40.62766 285.61908  19.30531 11.554 11.826 12.502 11.477 11.529 12.257 0.063 0.042 0.033 0.064 0.039 0.034 0.127 1.114 1.368 0.700 0000 98    NN
14593209-5149533 224.88373 -51.83147 322.17764   6.18874 11.554 11.869 12.585 11.415 11.775 12.310 0.096 0.088 0.087 0.093 0.102 0.091 0.595 1.283 1.497 0.340 0333 98    NN
15301981-4809077 232.58263 -48.15223 328.35587   6.71979 11.554 11.924 12.546 11.436 11.576 12.249 0.092 0.078 0.075 0.108 0.085 0.090 0.413 1.117 1.456 0.540 0133 98    NN
17290358+1933365 262.26489  19.56020  42.38253  26.59326 11.554 11.933 12.554 11.327 11.543 12.367 0.066 0.055 0.040 0.068 0.055 0.051 0.059 1.134 1.459 0.860 0333 98    NN
17331455-0848273 263.31061  -8.80756  15.80030  12.97177 11.554 11.797 12.529 11.229 11.431 12.452 0.075 0.050 0.056 0.086 0.064 0.093 0.786 1.207 1.600 0.400 0311 98    NN
20242566-0703537 306.10699  -7.06498  37.26857 -23.87212 11.554 11.864 12.524 11.486 11.753 12.279 0.060 0.046 0.029 0.062 0.052 0.031 0.040 1.000 1.290 0.820 0000 98    NN
20342162+0854422 308.59018   8.91178  53.47124 -18.12413 11.554 11.753 12.502 11.441 11.549 12.284 0.072 0.054 0.040 0.071 0.053 0.042 0.108 1.204 1.435 0.580 0222 98    NN
09564673-4356241 149.19460 -43.94005 272.75742   8.46327 11.555 11.968 12.536 11.276 11.567 12.230 0.084 0.061 0.050 0.087 0.065 0.061 0.215 1.190 1.529 0.740 0111 98    NN
11362635-5255364 174.10966 -52.92673 291.63925   8.29274 11.556 11.884 12.605 11.269 11.739 12.335 0.079 0.068 0.054 0.091 0.101 0.077 0.289 1.104 1.498 0.780 0333 98    NN
12315940-8505589 187.99757 -85.09962 302.48373 -22.24476 11.556 12.006 12.615 11.504 11.917 12.452 0.094 0.068 0.050 0.094 0.076 0.054 0.127 1.134 1.338 0.820 0000 98    NN
06101011-1025256  92.54221 -10.42382 217.69986 -13.84315 11.557 11.947 12.620 11.503 11.908 12.550 0.058 0.037 0.032 0.064 0.045 0.148 0.497 1.199 1.429 0.320 0000 98    NN
10161386-4910111 154.05774 -49.16978 278.59305   6.22650 11.557 11.943 12.629 11.450 11.826 12.504 0.078 0.063 0.049 0.076 0.069 0.057 0.201 1.121 1.355 0.660 0333 98    NN
16593317-2820186 254.88821 -28.33861 354.77771   8.68246 11.557 11.901 12.450 11.456 11.822 12.302 0.078 0.067 0.064 0.078 0.078 0.072 0.235 1.093 1.351 0.760 0222 98    NN
17262720-1816525 261.61340 -18.28127   6.70056   9.39261 11.558 11.882 12.521 11.421 11.604 12.401 0.079 0.070 0.075 0.077 0.069 0.092 0.512 1.124 1.386 0.680 0222 98    NN
04061163+4443200  61.54851  44.72223 155.35797  -5.54258 11.559 11.714 12.445 11.444 11.486 12.275 0.046 0.037 0.032 0.046 0.038 0.038 0.504 1.041 1.320 0.380 0000 98    NN
06535135-2657065 103.46392 -26.95188 237.50972 -11.43766 11.559 11.825 12.641 11.399 11.738 12.576 0.089 0.048 0.046 0.092 0.055 0.059 0.171 1.217 1.458 0.860 0155 98    NN
14234554-5412385 215.93944 -54.21061 316.26581   6.25373 11.559 12.054 12.732 11.246 11.606 12.643 0.109 0.099 0.113 0.114 0.110 0.184 0.803 1.193 1.540 0.740 0222 98    NN
04431865+1115515  70.82778  11.26436 186.62523 -21.95480 11.560 11.843 12.568 11.302 11.488 12.314 0.057 0.048 0.043 0.060 0.052 0.055 0.590 1.111 1.439 0.960 0000 98    NN
07464086-3859410 116.67023 -38.99470 253.43275  -6.99638 11.560 11.758 12.587 11.433 11.329 12.169 0.098 0.067 0.068 0.099 0.058 0.076 0.769 1.348 1.569 0.160 0222 98    NN
